"","market","country","property_type","room_type","bed_type","minimum_nights","maximum_nights","cancellation_policy","number_of_reviews","bedrooms","beds","accommodates","price","security_deposit","bathrooms","cleaning_fee","guests_included","extra_people","reviews_per_month","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","review_scores_rating","host_is_superhost","host_neighbourhood","host_identity_verified"
"131","Sydney","Australia","House","Private room","Real Bed","1","1125","moderate",84,1,1,2,65,120,1.5,25,1,15,NA,10,10,10,10,10,10,96,TRUE,"Marrickville",TRUE
"132","Barcelona","Spain","Condominium","Private room","Real Bed","2","1125","strict_14_with_grace_period",122,1,2,2,40,90,1,10,1,0,NA,8,8,9,9,10,8,78,FALSE,"El Gòtic",TRUE
"133","Istanbul","Turkey","House","Private room","Real Bed","1","1125","flexible",0,1,NA,3,685,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Fatih",FALSE
"134","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","1125","flexible",0,2,2,4,172,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"São Cristóvão",FALSE
"135","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,1,53,NA,1,26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"136","Hong Kong","Hong Kong","Condominium","Private room","Real Bed","2","30","strict_14_with_grace_period",72,1,1,2,447,776,1,300,2,0,NA,10,10,10,10,10,10,97,FALSE,"",FALSE
"137","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","moderate",86,2,3,5,1703,0,1,400,4,100,NA,10,10,10,10,10,10,99,TRUE,"Soho",FALSE
"138","New York","United States","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",29,1,1,2,128,1500,1,75,1,45,NA,10,9,10,10,10,9,99,FALSE,"Morningside Heights",TRUE
"139","Rio De Janeiro","Brazil","Condominium","Entire home/apt","Real Bed","5","1125","flexible",0,2,3,4,134,NA,1,93,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bonsucesso",FALSE
"140","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,2748,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Tai Kok Sui",TRUE
"141","New York","United States","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,60,NA,1.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Williamsburg",TRUE
"142","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","7","1125","strict_14_with_grace_period",0,2,3,4,746,NA,2,75,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"143","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",18,1,1,2,1484,5000,1,300,1,0,NA,10,10,10,10,10,10,98,FALSE,"",FALSE
"144","Rio De Janeiro","Brazil","Hostel","Private room","Real Bed","3","7","flexible",1,1,1,2,187,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"145","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",125,3,3,5,1146,1500,1.5,285,4,60,NA,9,9,9,10,10,9,87,FALSE,"Downtown Vancouver",FALSE
"146","New York","United States","Apartment","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",89,3,3,8,250,500,2,200,4,50,NA,10,10,10,10,10,10,98,TRUE,"Fort Greene",TRUE
"147","New York","United States","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",60,1,1,2,125,1000,1,50,1,0,NA,10,10,10,10,10,10,95,FALSE,"Hell's Kitchen",TRUE
"148","Sydney","Australia","House","Entire home/apt","Real Bed","7","60","strict_14_with_grace_period",3,4,5,8,500,1000,3,150,1,0,NA,9,7,10,10,9,8,93,FALSE,"",TRUE
"149","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","2147483647","strict_14_with_grace_period",15,1,3,4,597,0,1,0,1,0,NA,7,8,8,9,9,8,76,FALSE,"Mong Kok",TRUE
"150","New York","United States","Apartment","Private room","Real Bed","2","30","moderate",241,1,1,2,47,100,1,20,1,15,NA,10,9,10,10,9,10,93,TRUE,"Flatbush",TRUE
"151","Rio De Janeiro","Brazil","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",2,1,1,2,149,330,2,80,1,80,NA,10,9,9,10,10,9,100,FALSE,"Ipanema",TRUE
"152","New York","United States","Townhouse","Entire home/apt","Real Bed","7","29","strict_14_with_grace_period",184,1,2,2,110,400,1,40,2,15,NA,10,10,10,10,10,10,96,TRUE,"Bedford-Stuyvesant",TRUE
"153","The Big Island","United States","House","Entire home/apt","Real Bed","4","180","strict_14_with_grace_period",119,4,8,14,169,200,3,200,4,25,NA,10,10,10,10,9,10,97,TRUE,"Island of Hawaiʻi",TRUE
"154","Oahu","United States","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",137,1,1,2,99,NA,1,50,2,25,NA,9,9,10,10,9,9,93,FALSE,"Waikiki",FALSE
"155","Oahu","United States","House","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",44,2,4,8,189,250,2,150,2,25,NA,9,9,9,9,10,9,87,FALSE,"Kailua",TRUE
"156","Hong Kong","Hong Kong","Hostel","Private room","Real Bed","2","1125","strict_14_with_grace_period",203,1,1,1,447,0,1,50,1,0,NA,10,10,10,10,10,9,96,TRUE,"Jordan",FALSE
"157","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","1125","strict_14_with_grace_period",1,2,3,4,91,500,2,NA,1,0,NA,6,8,8,6,10,8,80,FALSE,"La Sagrada Família",FALSE
"158","Oahu","United States","Condominium","Entire home/apt","Real Bed","2","1125","super_strict_30",103,2,4,8,325,300,2,350,6,25,NA,9,7,9,9,10,8,82,FALSE,"Waikiki",TRUE
"159","Istanbul","Turkey","Apartment","Private room","Real Bed","7","1125","strict_14_with_grace_period",1,1,1,1,47,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"160","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","1125","strict_14_with_grace_period",0,2,3,6,91,500,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"La Sagrada Família",FALSE
"161","New York","United States","Apartment","Private room","Real Bed","30","360","strict_14_with_grace_period",13,1,1,3,59,0,1,25,1,25,NA,10,9,10,10,10,10,98,TRUE,"Bay Ridge",TRUE
"162","Istanbul","Turkey","House","Entire home/apt","Real Bed","2","1125","flexible",15,2,2,4,359,NA,1,NA,2,60,NA,10,9,10,10,9,9,94,FALSE,"",TRUE
"163","New York","United States","Apartment","Entire home/apt","Real Bed","30","90","flexible",19,1,1,2,200,0,1,125,1,0,NA,10,10,10,10,10,10,100,FALSE,"East Village",TRUE
"164","Sydney","Australia","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",9,1,1,2,119,600,1,75,2,0,NA,9,10,10,10,9,8,84,FALSE,"Neutral Bay",FALSE
"165","New York","United States","Apartment","Entire home/apt","Real Bed","4","28","strict_14_with_grace_period",215,1,1,3,189,450,1,80,2,10,NA,10,10,10,10,10,9,98,TRUE,"Boerum Hill",TRUE
"166","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,40,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Vila de Gràcia",FALSE
"167","New York","United States","House","Private room","Real Bed","1","60","strict_14_with_grace_period",21,1,1,2,90,150,1,25,1,40,NA,9,10,10,10,10,9,91,FALSE,"Jamaica",TRUE
"168","The Big Island","United States","House","Private room","Real Bed","1","1125","strict_14_with_grace_period",44,1,1,2,105,NA,1,NA,1,0,NA,10,10,10,10,10,10,98,FALSE,"Island of Hawaiʻi",TRUE
"169","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",139,1,1,2,298,NA,1,50,1,0,NA,9,9,10,10,10,9,89,FALSE,"Jordan",TRUE
"170","New York","United States","Apartment","Entire home/apt","Real Bed","1","1125","moderate",199,1,1,3,110,0,1,10,1,25,NA,9,10,10,10,9,9,90,FALSE,"East Harlem",TRUE
"171","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",105,1,1,2,400,NA,1,50,1,0,NA,9,9,10,9,10,9,88,FALSE,"Jordan",TRUE
"172","Montreal","Canada","Apartment","Private room","Real Bed","14","1125","flexible",1,1,1,2,21,NA,1,NA,1,0,NA,10,8,10,10,10,8,80,FALSE,"Downtown Montreal",FALSE
"173","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",206,0,1,2,463,800,1,120,2,80,NA,10,10,10,10,10,10,94,FALSE,"Tsim Sha Tsui",TRUE
"174","Kauai","United States","Apartment","Private room","Real Bed","1","1125","super_strict_60",4,1,1,2,234,0,1,141,2,0,NA,10,10,10,10,10,10,100,FALSE,"Kauaʻi",TRUE
"175","Istanbul","Turkey","Bed and breakfast","Private room","Real Bed","1","1125","flexible",0,1,2,1,359,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"176","Maui","United States","Condominium","Entire home/apt","Real Bed","7","1123","super_strict_60",7,2,3,6,400,200,2,270,4,20,NA,10,10,10,10,10,9,97,TRUE,"Kihei/Wailea",FALSE
"177","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","moderate",23,1,1,2,31,NA,1,NA,1,0,NA,10,9,10,10,9,9,86,FALSE,"",FALSE
"178","Istanbul","Turkey","Townhouse","Entire home/apt","Real Bed","1","1125","moderate",0,0,2,4,633,1055,1,211,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"179","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","3","365","moderate",129,3,7,7,130,300,2,65,4,35,NA,10,10,10,10,10,10,95,TRUE,"El Poble-sec",TRUE
"180","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","4","30","moderate",2,2,5,5,306,700,1.5,160,5,100,NA,9,10,10,10,9,8,100,FALSE,"Gávea",TRUE
"181","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",108,1,1,2,25,NA,1,25,1,20,NA,9,9,9,10,10,9,90,FALSE,"Sant Pere/Santa Caterina",TRUE
"182","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","flexible",22,2,3,4,348,0,1,50,1,0,NA,10,9,10,10,10,9,94,TRUE,"",FALSE
"183","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","365","moderate",27,1,1,1,188,NA,1,NA,1,0,NA,10,10,9,9,9,10,92,FALSE,"",TRUE
"184","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,353,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Happy Valley",FALSE
"185","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,506,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"186","New York","United States","Apartment","Entire home/apt","Airbed","1","1125","flexible",19,2,3,4,125,NA,1,NA,1,0,NA,9,9,10,10,10,9,88,FALSE,"Gramercy Park",TRUE
"187","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",211,1,1,1,424,0,1,50,1,0,NA,10,9,10,10,10,9,97,TRUE,"Jordan",FALSE
"188","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","32","strict_14_with_grace_period",1,4,5,5,130,NA,2,30,1,0,NA,8,6,8,8,8,6,80,FALSE,"L'Antiga Esquerra de l'Eixample",FALSE
"189","Barcelona","Spain","Apartment","Private room","Real Bed","2","1125","moderate",57,2,2,4,65,200,1,35,1,25,NA,10,9,10,10,10,10,97,FALSE,"La Nova Esquerra de l'Eixample",TRUE
"190","Istanbul","Turkey","Apartment","Private room","Real Bed","3","15","moderate",2,1,1,1,90,0,1,60,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"191","New York","United States","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",112,2,4,7,350,500,2,155,5,0,NA,10,9,10,10,10,9,92,FALSE,"Midtown East",FALSE
"192","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","3","1125","moderate",1,1,1,2,793,2000,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sheung Wan",FALSE
"193","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","4","1124","strict_14_with_grace_period",130,2,2,4,84,250,1,69,2,25,NA,10,10,10,10,9,9,95,TRUE,"El Poble-sec",FALSE
"194","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",43,4,6,6,85,300,2,50,6,0,NA,9,9,9,9,9,9,87,FALSE,"Dreta de l'Eixample",FALSE
"195","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","60","1125","strict_14_with_grace_period",1,0,1,1,298,3900,1,240,1,0,NA,10,10,10,10,10,10,100,FALSE,"Causeway Bay",FALSE
"196","New York","United States","Condominium","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",16,1,1,3,125,500,1,55,3,22,NA,10,10,9,9,10,10,97,FALSE,"Williamsburg",FALSE
"197","Rio De Janeiro","Brazil","Villa","Entire home/apt","Real Bed","2","1125","flexible",7,3,4,5,209,724,1.5,169,2,48,NA,10,10,10,10,10,10,94,FALSE,"Santa Teresa",FALSE
"198","New York","United States","Apartment","Entire home/apt","Real Bed","4","30","strict_14_with_grace_period",26,0,1,2,100,100,1,NA,1,20,NA,10,9,10,10,10,10,97,FALSE,"Chinatown",FALSE
"199","Oahu","United States","Apartment","Entire home/apt","Real Bed","2","365","moderate",87,0,1,3,135,250,1,150,3,75,NA,10,10,10,10,10,10,96,TRUE,"Waikiki",TRUE
"200","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","365","strict_14_with_grace_period",35,2,2,3,461,NA,1,NA,2,100,NA,10,10,10,10,10,10,99,FALSE,"Woollahra",TRUE
"201","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","flexible",5,2,2,4,64,NA,1,25,2,0,NA,10,10,10,10,10,10,100,FALSE,"Ville-Marie",TRUE
"202","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","365","strict_14_with_grace_period",41,1,2,3,161,150,1,70,2,50,NA,10,9,10,10,10,9,94,TRUE,"Neutral Bay",TRUE
"203","New York","United States","Loft","Entire home/apt","Real Bed","30","1125","moderate",12,NA,1,4,79,1000,1,100,2,20,NA,10,10,10,10,10,10,93,FALSE,"Midtown",TRUE
"204","Sydney","Australia","Cabin","Entire home/apt","Real Bed","2","7","strict_14_with_grace_period",230,1,1,2,109,200,1,30,1,0,NA,10,10,10,10,10,10,98,TRUE,"",TRUE
"205","New York","United States","Apartment","Private room","Real Bed","4","1125","flexible",2,1,1,3,40,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"East Harlem",FALSE
"206","Montreal","Canada","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,1,60,NA,2.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Gay Village",FALSE
"207","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","1125","moderate",11,3,4,6,518,NA,3,300,4,50,NA,10,9,10,10,10,9,96,FALSE,"Leblon",TRUE
"208","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,227,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"209","Hong Kong","Hong Kong","Bed and breakfast","Private room","Real Bed","4","365","strict_14_with_grace_period",38,1,2,2,283,0,1,0,1,100,NA,9,9,10,10,10,9,95,FALSE,"Mong Kok",FALSE
"210","New York","United States","Apartment","Entire home/apt","Real Bed","3","1125","flexible",0,0,1,2,200,500,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Nolita",TRUE
"211","The Big Island","United States","Cabin","Entire home/apt","Real Bed","5","1125","strict_14_with_grace_period",1,1,1,2,65,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Island of Hawaiʻi",FALSE
"212","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",229,2,5,7,60,250,1.5,20,5,10,NA,10,9,10,10,10,10,95,FALSE,"",FALSE
"213","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","moderate",54,2,2,3,35,0,1,20,1,22,NA,10,10,10,10,10,9,95,FALSE,"El Raval",FALSE
"214","Porto","Portugal","Loft","Entire home/apt","Real Bed","2","1120","strict_14_with_grace_period",380,1,1,4,40,0,1,0,2,10,NA,10,10,10,10,10,9,92,FALSE,"",TRUE
"215","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",3,2,2,5,903,1000,1,0,3,100,NA,9,8,8,8,9,8,90,FALSE,"Sai Ying Pun",TRUE
"216","Maui","United States","Condominium","Entire home/apt","Real Bed","4","1125","super_strict_30",0,1,1,2,239,0,1,193,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kihei/Wailea",FALSE
"217","Sydney","Australia","House","Private room","Real Bed","30","1125","moderate",2,1,1,2,75,NA,2.5,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"218","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,95,NA,1,60,1,36,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"219","Montreal","Canada","Apartment","Private room","Real Bed","3","15","strict_14_with_grace_period",2,1,2,2,70,150,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"Le Plateau",TRUE
"220","Istanbul","Turkey","Apartment","Private room","Real Bed","2","1125","flexible",24,1,1,2,148,NA,1,NA,1,0,NA,10,10,10,10,10,10,98,TRUE,"Sultanahmet",FALSE
"221","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","300","moderate",211,1,2,4,80,0,1.5,0,2,15,NA,10,10,10,10,10,10,98,TRUE,"",FALSE
"222","Sydney","Australia","House","Private room","Real Bed","2","1125","strict_14_with_grace_period",12,1,1,1,125,NA,2,NA,1,60,NA,8,8,9,10,9,9,88,FALSE,"Lilyfield/Rozelle",TRUE
"223","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",11,2,2,3,761,NA,1,250,3,200,NA,10,10,10,10,10,9,98,FALSE,"Causeway Bay",FALSE
"224","New York","United States","Apartment","Entire home/apt","Real Bed","2","365","strict_14_with_grace_period",37,1,1,4,125,100,1,75,2,20,NA,10,9,10,10,9,10,94,TRUE,"Bedford-Stuyvesant",TRUE
"225","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",36,1,1,2,267,NA,1,150,2,100,NA,9,9,10,9,9,9,90,FALSE,"Tsim Sha Tsui",TRUE
"226","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","31","330","moderate",6,1,1,2,60,200,1,80,2,0,NA,6,7,8,8,8,7,65,FALSE,"Vila de Gràcia",TRUE
"227","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","31","1125","strict_14_with_grace_period",7,3,4,4,55,500,1,80,1,0,NA,9,9,10,10,10,9,93,FALSE,"El Gòtic",TRUE
"228","New York","United States","Apartment","Entire home/apt","Real Bed","2","3","moderate",28,1,1,4,90,350,1.5,85,2,0,NA,10,10,10,10,10,10,98,FALSE,"Astoria",TRUE
"229","New York","United States","Condominium","Entire home/apt","Real Bed","30","1125","strict_14_with_grace_period",24,1,1,3,1000,NA,1,NA,2,0,NA,10,10,10,10,10,10,98,TRUE,"Upper West Side",TRUE
"230","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",42,0,1,2,55,200,1,30,1,0,NA,10,9,10,10,10,9,92,FALSE,"Le Plateau",FALSE
"231","The Big Island","United States","House","Private room","Real Bed","1","1125","moderate",203,1,1,2,100,NA,1.5,15,1,0,NA,10,10,10,10,10,10,99,TRUE,"",FALSE
"232","New York","United States","Apartment","Entire home/apt","Real Bed","30","365","strict_14_with_grace_period",7,1,1,4,133,500,1,150,1,0,NA,8,8,8,9,9,7,80,FALSE,"Upper East Side",FALSE
"233","New York","United States","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",180,1,1,2,79,250,1,80,1,0,NA,10,10,10,10,9,10,93,TRUE,"Bedford-Stuyvesant",FALSE
"234","Rio De Janeiro","Brazil","Condominium","Entire home/apt","Real Bed","1","1125","flexible",0,2,2,8,933,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"235","Istanbul","Turkey","Apartment","Private room","Real Bed","7","1125","moderate",0,1,1,1,100,1845,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"236","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","90","strict_14_with_grace_period",4,3,8,6,351,1000,2.5,250,3,80,NA,10,10,10,10,10,10,100,FALSE,"Copacabana",TRUE
"237","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",1,1,1,2,80,0,1,15,2,10,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"238","New York","United States","House","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",104,4,7,8,499,500,2,175,5,100,NA,10,10,10,10,10,9,97,TRUE,"Fort Greene",TRUE
"239","Oahu","United States","House","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",0,3,5,8,895,0,2,600,6,35,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kuliouou/Kalani Iki",TRUE
"240","The Big Island","United States","Guest suite","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",25,1,2,2,150,200,1,90,2,15,NA,10,10,10,10,10,10,96,FALSE,"",FALSE
"241","New York","United States","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,1,35,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bushwick",TRUE
"242","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",5,1,2,2,190,NA,2,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"243","New York","United States","Apartment","Private room","Real Bed","7","30","strict_14_with_grace_period",45,1,1,2,48,200,1,30,1,15,NA,10,9,9,10,9,9,94,FALSE,"Washington Heights",TRUE
"244","New York","United States","Apartment","Private room","Real Bed","1","1125","flexible",1,1,1,1,65,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Astoria",FALSE
"245","The Big Island","United States","Guesthouse","Entire home/apt","Real Bed","1","30","moderate",385,1,3,6,100,500,1,0,6,20,NA,10,10,10,10,10,10,98,TRUE,"Island of Hawaiʻi",TRUE
"246","New York","United States","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",2,1,1,2,60,NA,1,5,1,10,NA,10,10,10,10,10,10,100,FALSE,"Ridgewood",TRUE
"247","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","365","flexible",2,2,2,4,548,373,1,99,1,100,NA,10,9,10,9,10,10,100,FALSE,"",FALSE
"248","New York","United States","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",75,1,1,3,38,0,1,50,1,40,NA,9,9,10,9,9,9,90,FALSE,"",TRUE
"249","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,1,25,NA,1,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Vila de Gràcia",FALSE
"250","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","1125","moderate",3,1,1,2,691,NA,1,180,1,0,NA,10,9,10,9,10,10,87,FALSE,"Tsim Sha Tsui",TRUE
"251","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","365","strict_14_with_grace_period",269,0,1,2,502,800,1,100,1,0,NA,10,9,10,10,10,9,92,FALSE,"",FALSE
"252","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","3","1125","flexible",1,0,1,2,903,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"Sheung Wan",TRUE
"253","Rio De Janeiro","Brazil","Loft","Entire home/apt","Real Bed","3","15","flexible",0,0,1,2,179,0,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Catete",FALSE
"254","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","360","moderate",33,1,2,2,112,373,1,131,1,0,NA,10,10,10,10,10,10,97,TRUE,"Lapa",FALSE
"255","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","flexible",0,2,2,4,124,200,2,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"256","Kauai","United States","Condominium","Entire home/apt","Real Bed","3","180","super_strict_30",19,0,1,3,139,150,1,90,1,0,NA,9,9,10,9,10,9,88,FALSE,"",FALSE
"257","New York","United States","Apartment","Entire home/apt","Real Bed","2","50","strict_14_with_grace_period",207,1,1,2,85,NA,1,50,2,0,NA,9,9,10,10,9,9,87,FALSE,"Bushwick",FALSE
"258","New York","United States","Apartment","Entire home/apt","Real Bed","30","365","strict_14_with_grace_period",95,1,1,2,150,150,1,75,1,25,NA,9,9,9,9,10,9,90,FALSE,"Brooklyn Heights",TRUE
"259","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","flexible",0,1,1,2,269,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"260","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","2","moderate",1,2,2,3,79,300,1,NA,1,0,NA,10,10,10,10,8,10,100,FALSE,"Griffintown",TRUE
"261","New York","United States","Apartment","Entire home/apt","Real Bed","2","1125","flexible",94,2,4,4,225,1000,1,NA,1,0,NA,10,10,10,10,10,10,97,FALSE,"Williamsburg",FALSE
